episode,reward,total_burned,epsilon,steps,q_table_size
55,-382.0,442,0.759,26,382
56,-410.0,464,0.7553,22,383
57,-365.0,409,0.7515,24,385
58,-299.0,349,0.7477,30,393
59,-412.0,470,0.744,24,397
60,-384.0,436,0.7403,35,409
61,-322.0,374,0.7366,20,412
62,-317.0,357,0.7329,21,422
63,1.0,1,0.7292,1,422
64,-438.0,492,0.7256,26,423
65,-134.0,178,0.7219,21,432
66,-400.0,448,0.7183,23,438
67,-435.0,483,0.7147,23,443
68,-467.0,519,0.7112,26,445
69,-426.0,470,0.7076,25,445
70,-269.0,337,0.7041,37,456
71,-452.0,500,0.7005,29,458
72,-400.0,448,0.697,36,462
73,-347.0,407,0.6936,26,468
74,-359.0,411,0.6901,23,470
75,-420.0,468,0.6866,24,474
76,-384.0,438,0.6832,28,478
77,-350.0,406,0.6798,24,481
78,-389.0,441,0.6764,24,483
79,-36.0,50,0.673,13,484
80,4.0,2,0.6696,2,484
81,-435.0,487,0.6663,32,490
82,-396.0,442,0.663,24,492
83,3.0,1,0.6597,2,492
84,-429.0,473,0.6564,34,497
85,-234.0,276,0.6531,21,504
86,-327.0,391,0.6498,31,510
87,-399.0,457,0.6466,28,515
88,-316.0,364,0.6433,28,519
89,3.0,1,0.6401,2,519
90,-351.0,415,0.6369,26,519
91,-374.0,416,0.6337,29,523
92,-473.0,521,0.6306,23,523
93,4.0,2,0.6274,2,523
94,-451.0,505,0.6243,27,524
95,-209.0,259,0.6211,38,534
96,-398.0,450,0.618,30,541
97,-467.0,511,0.6149,23,544
98,-479.0,533,0.6119,26,546
99,-324.0,378,0.6088,29,553
100,-317.0,375,0.6058,23,558
101,-405.0,455,0.6027,24,558
102,-341.0,393,0.5997,26,560
103,-239.0,265,0.5967,19,565
104,-366.0,416,0.5937,25,567
105,-381.0,437,0.5908,27,567
106,-458.0,508,0.5878,22,571
107,-1.0,11,0.5849,6,571
108,-444.0,498,0.582,31,572
109,-351.0,411,0.579,28,578
110,-395.0,455,0.5762,25,578
111,-500.0,560,0.5733,31,580
112,-451.0,499,0.5704,21,582
113,3.0,1,0.5676,2,582
114,1.0,1,0.5647,1,582
115,-410.0,472,0.5619,26,585
116,-473.0,523,0.5591,30,587
117,-295.0,339,0.5563,29,590
118,-487.0,547,0.5535,24,594
119,-410.0,470,0.5507,31,598
120,-400.0,454,0.548,26,601
121,-385.0,427,0.5452,26,605
122,-117.0,137,0.5425,14,608
123,-43.0,63,0.5398,12,609
124,-9.0,27,0.5371,9,609
125,-448.0,492,0.5344,28,610
126,-485.0,543,0.5318,26,613
127,2.0,2,0.5291,2,613
128,-399.0,441,0.5264,26,617
129,-419.0,471,0.5238,27,619
130,-243.0,275,0.5212,33,633
131,-361.0,399,0.5186,20,637
132,-4.0,10,0.516,4,637
133,1.0,7,0.5134,4,637
134,-346.0,402,0.5108,29,641
135,-278.0,328,0.5083,25,646
136,-510.0,560,0.5058,30,646
137,-377.0,433,0.5032,25,648
138,-330.0,384,0.5007,29,656
139,-376.0,434,0.4982,29,658
140,-351.0,405,0.4957,21,658
141,-330.0,372,0.4932,23,659
142,-318.0,372,0.4908,28,661
143,-257.0,301,0.4883,25,663
144,4.0,6,0.4859,4,663
145,-405.0,469,0.4834,28,663
146,-436.0,484,0.481,28,664
147,-338.0,390,0.4786,25,665
148,-409.0,475,0.4762,29,665
149,-353.0,413,0.4738,25,666
150,-381.0,437,0.4715,23,667
151,-387.0,433,0.4691,27,668
152,-275.0,337,0.4668,37,678
153,-384.0,436,0.4644,27,681
154,-366.0,404,0.4621,22,682
155,-330.0,378,0.4598,26,686
156,0.0,14,0.4575,7,686
157,-362.0,428,0.4552,25,686
158,-510.0,552,0.4529,28,689
159,-16.0,38,0.4507,12,690
160,2.0,2,0.4484,2,690
161,-262.0,290,0.4462,27,693
162,-330.0,382,0.444,19,697
163,-336.0,380,0.4417,21,697
164,-407.0,467,0.4395,27,697
165,3.0,1,0.4373,2,697
166,-436.0,488,0.4351,26,698
167,-12.0,22,0.433,7,698
168,-381.0,417,0.4308,20,699
169,-449.0,505,0.4286,24,703
170,-365.0,409,0.4265,31,708
171,3.0,1,0.4244,2,708
172,-1.0,13,0.4223,6,708
173,1.0,5,0.4201,3,708
174,-304.0,350,0.418,26,713
175,-414.0,464,0.4159,27,714
176,-426.0,478,0.4139,25,716
177,-345.0,401,0.4118,24,716
178,-393.0,435,0.4097,23,716
179,-370.0,424,0.4077,22,718
180,-365.0,409,0.4057,22,720
181,2.0,6,0.4036,4,720
182,3.0,1,0.4016,2,720
183,-364.0,426,0.3996,25,721
184,-1.0,11,0.3976,7,723
185,4.0,6,0.3956,4,723
186,-301.0,361,0.3936,30,727
187,4.0,2,0.3917,2,727
188,-392.0,456,0.3897,29,728
189,-324.0,384,0.3878,24,730
190,-345.0,397,0.3858,27,730
191,-374.0,416,0.3839,26,730
192,-434.0,476,0.382,21,732
193,3.0,1,0.3801,2,732
194,-234.0,288,0.3782,28,737
195,-372.0,424,0.3763,23,739
196,-379.0,429,0.3744,29,744
197,-235.0,279,0.3725,21,750
198,-344.0,398,0.3707,29,751
199,-311.0,355,0.3688,22,753
200,-356.0,412,0.367,24,754
201,-389.0,433,0.3651,28,754
202,-232.0,290,0.3633,21,761
203,-15.0,31,0.3615,11,762
204,-424.0,464,0.3597,22,762
205,-1.0,7,0.3579,4,762
206,-290.0,328,0.3561,31,768
207,-369.0,425,0.3543,25,769
208,-10.0,26,0.3525,7,769
209,-347.0,397,0.3508,21,770
210,1.0,9,0.349,5,770
211,-433.0,489,0.3473,23,770
212,-381.0,429,0.3455,24,773
213,1.0,13,0.3438,5,773
214,-372.0,426,0.3421,35,782
215,-353.0,413,0.3404,26,786
216,4.0,4,0.3387,3,786
217,-377.0,425,0.337,24,787
218,2.0,2,0.3353,2,787
219,-494.0,550,0.3336,25,789
220,1.0,9,0.332,4,789
221,-265.0,307,0.3303,20,789
222,1.0,3,0.3286,2,789
223,-410.0,460,0.327,21,793
224,-255.0,305,0.3254,26,800
225,-417.0,485,0.3237,30,802
226,-285.0,335,0.3221,21,802
227,4.0,4,0.3205,3,802
228,-424.0,482,0.3189,25,803
229,-311.0,349,0.3173,20,805
230,-439.0,497,0.3157,27,805
231,-327.0,365,0.3141,23,809
232,-345.0,401,0.3126,29,809
233,-322.0,370,0.311,29,815
234,-160.0,204,0.3095,18,816
235,-481.0,541,0.3079,24,817
236,-2.0,22,0.3064,8,818
237,-389.0,437,0.3048,22,820
238,4.0,0,0.3033,1,820
239,-415.0,473,0.3018,22,822
240,-425.0,481,0.3003,24,826
241,-359.0,405,0.2988,21,828
242,-369.0,435,0.2973,28,832
243,-423.0,463,0.2958,24,834
244,-333.0,389,0.2943,23,837
245,4.0,2,0.2929,2,837
246,-5.0,25,0.2914,9,837
247,-301.0,353,0.2899,27,839
248,-323.0,385,0.2885,28,841
249,3.0,1,0.287,2,841
250,-383.0,431,0.2856,20,841
251,-527.0,591,0.2842,28,841
252,2.0,2,0.2828,2,841
253,3.0,1,0.2813,2,841
254,3.0,3,0.2799,2,841
255,-94.0,122,0.2785,15,845
256,-439.0,485,0.2771,25,846
257,-430.0,494,0.2758,26,849
258,2.0,2,0.2744,2,849
259,-374.0,424,0.273,24,857
260,-339.0,399,0.2716,26,857
261,4.0,4,0.2703,3,857
262,-404.0,454,0.2689,26,857
263,-341.0,407,0.2676,30,857
264,3.0,1,0.2663,2,857
265,3.0,3,0.2649,3,857
266,-372.0,428,0.2636,22,858
267,0.0,18,0.2623,8,858
268,-358.0,410,0.261,27,858
269,4.0,4,0.2597,3,858
270,-355.0,411,0.2584,24,858
271,-415.0,475,0.2571,31,859
272,3.0,1,0.2558,2,859
273,-281.0,335,0.2545,26,859
274,-311.0,367,0.2532,27,859
275,3.0,1,0.252,2,859
276,-68.0,106,0.2507,15,862
277,-432.0,486,0.2495,26,862
278,-448.0,508,0.2482,25,864
279,-377.0,411,0.247,30,874
280,-288.0,340,0.2457,24,879
281,-441.0,499,0.2445,24,880
282,-3.0,15,0.2433,7,880
283,-147.0,179,0.2421,23,883
284,-431.0,487,0.2409,25,884
285,-445.0,493,0.2397,25,884
286,3.0,5,0.2385,4,884
287,-364.0,404,0.2373,21,884
288,3.0,1,0.2361,2,884
289,5.0,5,0.2349,3,884
290,3.0,7,0.2337,3,884
291,-353.0,415,0.2326,22,885
292,-352.0,398,0.2314,20,886
293,-386.0,450,0.2302,30,886
294,-300.0,344,0.2291,29,896
295,1.0,1,0.2279,1,896
296,-307.0,371,0.2268,28,899
297,-427.0,473,0.2257,23,900
298,-375.0,425,0.2245,22,901
299,1.0,1,0.2234,1,901
300,-425.0,487,0.2223,32,902
301,-359.0,411,0.2212,24,903
302,-339.0,407,0.2201,31,907
303,-337.0,387,0.219,29,909
304,-315.0,369,0.2179,24,911
305,-380.0,426,0.2168,23,912
306,-1.0,9,0.2157,4,912
307,-401.0,465,0.2146,29,914
308,-422.0,482,0.2136,26,915
309,-357.0,419,0.2125,23,916
310,4.0,0,0.2114,1,916
311,-242.0,310,0.2104,23,918
312,3.0,1,0.2093,2,918
313,-1.0,11,0.2083,5,918
314,-361.0,411,0.2072,22,918
315,1.0,1,0.2062,1,918
316,2.0,2,0.2052,2,918
317,-339.0,395,0.2041,24,921
318,-403.0,463,0.2031,27,921
319,3.0,1,0.2021,2,921
320,0.0,10,0.2011,3,921
321,-462.0,510,0.2001,22,921
322,-343.0,409,0.1991,24,923
323,-356.0,412,0.1981,25,923
324,-332.0,396,0.1971,27,926
325,-352.0,402,0.1961,33,934
326,-17.0,27,0.1951,8,935
327,-329.0,383,0.1942,30,936
328,4.0,2,0.1932,2,936
329,-447.0,513,0.1922,29,936
330,-406.0,458,0.1913,23,940
331,3.0,1,0.1903,2,940
332,-432.0,496,0.1893,30,940
333,3.0,1,0.1884,2,940
334,-100.0,116,0.1875,17,945
335,-10.0,28,0.1865,8,945
336,-434.0,492,0.1856,21,948
337,-447.0,509,0.1847,34,954
338,1.0,5,0.1837,4,954
339,3.0,1,0.1828,2,954
340,-407.0,459,0.1819,23,954
341,3.0,1,0.181,2,954
342,4.0,0,0.1801,1,954
343,-436.0,486,0.1792,24,954
344,-414.0,468,0.1783,34,957
345,-417.0,475,0.1774,30,958
346,-417.0,463,0.1765,24,958
347,2.0,6,0.1756,4,958
348,-356.0,414,0.1748,26,959
349,-420.0,476,0.1739,23,960
350,-397.0,455,0.173,29,960
351,-371.0,423,0.1721,35,967
352,3.0,1,0.1713,2,967
353,4.0,0,0.1704,1,967
354,-237.0,293,0.1696,30,975
355,-1.0,9,0.1687,4,975
356,-314.0,380,0.1679,30,976
357,-426.0,492,0.167,26,976
358,-455.0,507,0.1662,27,976
359,-239.0,281,0.1654,32,979
360,4.0,0,0.1646,1,979
361,-407.0,473,0.1637,27,980
362,-334.0,400,0.1629,29,981
363,-408.0,468,0.1621,24,982
364,-382.0,434,0.1613,25,984
365,-349.0,409,0.1605,22,985
366,-401.0,463,0.1597,25,986
367,-439.0,503,0.1589,26,987
368,3.0,1,0.1581,2,987
369,3.0,3,0.1573,3,987
370,-381.0,439,0.1565,26,987
371,3.0,1,0.1557,2,987
372,-306.0,364,0.1549,31,993
373,-400.0,464,0.1542,27,994
374,-369.0,427,0.1534,33,997
375,-371.0,429,0.1526,27,998
376,2.0,8,0.1519,6,998
377,-411.0,465,0.1511,21,998
378,2.0,4,0.1504,3,998
379,-348.0,410,0.1496,23,999
380,2.0,4,0.1489,3,999
381,3.0,1,0.1481,2,999
382,-327.0,381,0.1474,23,999
383,-360.0,426,0.1466,34,1001
384,4.0,2,0.1459,2,1001
385,-458.0,516,0.1452,26,1001
386,2.0,2,0.1444,2,1001
387,2.0,6,0.1437,3,1001
388,-323.0,369,0.143,22,1005
389,-332.0,394,0.1423,22,1005
390,-481.0,547,0.1416,27,1005
391,-366.0,440,0.1409,30,1007
392,0.0,6,0.1402,3,1007
393,-424.0,480,0.1395,25,1008
394,-315.0,385,0.1388,23,1009
395,4.0,0,0.1381,1,1009
396,-376.0,438,0.1374,32,1013
397,-402.0,462,0.1367,25,1016
398,-233.0,289,0.136,25,1020
399,-76.0,116,0.1353,18,1022
400,-384.0,426,0.1347,20,1022
401,4.0,2,0.134,2,1022
402,-460.0,514,0.1333,25,1022
403,-7.0,25,0.1326,10,1022
404,-3.0,19,0.132,8,1022
405,-407.0,463,0.1313,26,1023
406,3.0,7,0.1307,4,1023
407,-308.0,380,0.13,27,1026
408,-320.0,376,0.1294,29,1030
409,-493.0,549,0.1287,25,1031
410,-255.0,313,0.1281,33,1034
411,3.0,7,0.1274,5,1034
412,4.0,2,0.1268,2,1034
413,-363.0,429,0.1262,33,1037
414,-402.0,454,0.1255,20,1037
415,-409.0,457,0.1249,26,1038
416,-409.0,481,0.1243,31,1038
417,-504.0,558,0.1237,26,1038
418,-348.0,416,0.123,28,1038
419,3.0,1,0.1224,2,1038
420,1.0,23,0.1218,8,1038
421,-398.0,458,0.1212,25,1038
422,2.0,2,0.1206,2,1038
423,-423.0,477,0.12,27,1039
424,1.0,1,0.1194,1,1039
425,-404.0,464,0.1188,27,1042
426,-223.0,273,0.1182,19,1045
427,-313.0,377,0.1176,28,1048
428,-273.0,329,0.117,28,1055
429,-228.0,278,0.1164,25,1062
430,-257.0,301,0.1159,31,1071
431,-247.0,271,0.1153,19,1074
432,-354.0,408,0.1147,23,1074
433,-244.0,294,0.1141,30,1078
434,-304.0,376,0.1136,33,1080
435,-393.0,441,0.113,21,1082
436,-256.0,308,0.1124,28,1088
437,-355.0,399,0.1119,20,1089
438,3.0,5,0.1113,2,1089
439,-389.0,453,0.1107,25,1090
440,-336.0,400,0.1102,29,1092
441,-469.0,515,0.1096,23,1092
442,-99.0,129,0.1091,18,1092
443,-315.0,393,0.1085,34,1098
444,-446.0,510,0.108,28,1098
445,-338.0,390,0.1075,30,1098
446,-387.0,445,0.1069,28,1098
447,-424.0,472,0.1064,28,1099
448,-370.0,426,0.1059,21,1099
449,-434.0,488,0.1053,24,1100
450,-360.0,406,0.1048,20,1100
451,-276.0,340,0.1043,30,1104
452,-521.0,565,0.1038,28,1104
453,-135.0,183,0.1032,26,1108
454,-354.0,420,0.1027,29,1108
455,-273.0,331,0.1022,28,1119
456,-385.0,437,0.1017,21,1119
457,-355.0,411,0.1012,27,1119
458,4.0,6,0.1007,4,1119
459,-150.0,186,0.1002,23,1121
460,-1.0,11,0.0997,5,1121
461,-400.0,448,0.0992,23,1122
462,-422.0,474,0.0987,26,1122
463,-408.0,470,0.0982,29,1123
464,-398.0,466,0.0977,26,1124
465,-401.0,453,0.0972,26,1124
466,4.0,2,0.0967,2,1124
467,3.0,7,0.0962,5,1124
468,3.0,3,0.0958,3,1124
469,2.0,4,0.0953,3,1124
470,-377.0,435,0.0948,25,1124
471,2.0,2,0.0943,2,1124
472,-305.0,365,0.0939,32,1129
473,-428.0,484,0.0934,24,1129
474,-399.0,459,0.0929,22,1129
475,3.0,3,0.0925,3,1129
476,-298.0,382,0.092,32,1134
477,-421.0,485,0.0915,31,1135
478,-371.0,429,0.0911,33,1141
479,2.0,8,0.0906,4,1141
480,-482.0,532,0.0902,23,1141
481,-332.0,384,0.0897,30,1146
482,-214.0,246,0.0893,21,1148
483,4.0,2,0.0888,2,1148
484,-340.0,386,0.0884,25,1150
485,-56.0,88,0.0879,15,1153
486,-358.0,406,0.0875,25,1158
487,2.0,2,0.0871,2,1158
488,-371.0,425,0.0866,23,1158
489,-307.0,361,0.0862,25,1159
490,-402.0,446,0.0858,22,1159
491,-397.0,451,0.0853,30,1162
492,-402.0,448,0.0849,26,1162
493,-321.0,381,0.0845,27,1164
494,-329.0,391,0.0841,26,1165
495,-419.0,465,0.0836,24,1165
496,-329.0,401,0.0832,28,1168
497,-466.0,520,0.0828,25,1169
498,5.0,5,0.0824,3,1169
499,-318.0,376,0.082,27,1172
500,3.0,11,0.0816,6,1172
501,-387.0,437,0.0812,23,1172
502,2.0,2,0.0808,2,1172
503,-379.0,431,0.0804,30,1175
504,-366.0,420,0.08,21,1175
505,-289.0,369,0.0796,38,1177
506,3.0,1,0.0792,2,1177
507,-424.0,472,0.0788,23,1177
508,-426.0,482,0.0784,25,1178
509,-404.0,452,0.078,22,1178
510,-383.0,441,0.0776,35,1180
511,-454.0,508,0.0772,26,1180
512,2.0,2,0.0768,2,1180
513,-333.0,379,0.0764,20,1183
514,3.0,3,0.076,2,1183
515,-433.0,485,0.0757,25,1183
516,-459.0,507,0.0753,21,1183
517,-406.0,456,0.0749,23,1184
518,-301.0,359,0.0745,22,1186
519,4.0,2,0.0742,2,1186
520,-447.0,527,0.0738,31,1187
521,4.0,2,0.0734,2,1187
522,-352.0,404,0.0731,25,1187
523,-353.0,405,0.0727,37,1192
524,3.0,1,0.0723,2,1192
525,4.0,0,0.072,1,1192
526,-32.0,56,0.0716,15,1198
527,4.0,6,0.0712,4,1198
528,-324.0,376,0.0709,30,1201
529,2.0,2,0.0705,2,1201
530,-413.0,473,0.0702,26,1205
531,-426.0,490,0.0698,27,1205
532,-240.0,298,0.0695,23,1205
533,-401.0,453,0.0691,22,1205
534,-8.0,20,0.0688,6,1205
535,2.0,2,0.0684,2,1205
536,-178.0,218,0.0681,26,1212
537,-10.0,22,0.0678,8,1212
538,-13.0,31,0.0674,8,1212
539,1.0,1,0.0671,1,1212
540,3.0,5,0.0668,4,1212
541,-332.0,380,0.0664,21,1212
542,-358.0,414,0.0661,23,1212
543,-354.0,410,0.0658,35,1215
544,3.0,1,0.0654,2,1215
545,-501.0,563,0.0651,29,1215
546,2.0,2,0.0648,2,1215
547,-356.0,448,0.0645,40,1217
548,4.0,2,0.0641,2,1217
549,3.0,1,0.0638,2,1217
550,4.0,0,0.0635,1,1217
551,-6.0,16,0.0632,5,1217
552,-398.0,464,0.0629,25,1217
553,2.0,22,0.0625,7,1217
554,-396.0,454,0.0622,29,1220
555,2.0,6,0.0619,3,1220
556,1.0,1,0.0616,1,1220
557,-121.0,151,0.0613,19,1224
558,-406.0,464,0.061,25,1224
559,-3.0,23,0.0607,9,1224
560,-4.0,14,0.0604,5,1224
561,-344.0,400,0.0601,25,1224
562,-491.0,555,0.0598,30,1225
563,-416.0,470,0.0595,23,1225
564,-172.0,200,0.0592,18,1226
565,-323.0,385,0.0589,24,1233
566,-240.0,288,0.0586,23,1236
567,-438.0,488,0.0583,23,1236
568,-485.0,539,0.058,25,1236
569,3.0,3,0.0577,3,1236
570,-498.0,560,0.0574,28,1236
571,-2.0,16,0.0571,6,1236
572,-400.0,456,0.0569,29,1237
573,-390.0,440,0.0566,21,1237
574,-1.0,11,0.0563,5,1237
575,-266.0,312,0.056,20,1238
576,-260.0,318,0.0557,24,1241
577,-414.0,472,0.0555,24,1242
578,2.0,2,0.0552,3,1242
579,2.0,2,0.0549,2,1242
580,3.0,5,0.0546,3,1242
581,-424.0,472,0.0544,23,1243
582,-493.0,537,0.0541,25,1243
583,-49.0,77,0.0538,14,1245
584,-367.0,421,0.0535,24,1245
585,-440.0,500,0.0533,24,1246
586,3.0,1,0.053,2,1246
587,4.0,4,0.0527,3,1246
588,-485.0,533,0.0525,22,1246
589,-423.0,481,0.0522,27,1246
590,-398.0,466,0.052,25,1246
591,-453.0,515,0.0517,26,1246
592,-277.0,317,0.0514,30,1249
593,-375.0,427,0.0512,23,1252
594,-5.0,15,0.0509,5,1252
595,-70.0,94,0.0507,15,1252
596,4.0,0,0.0504,1,1252
597,-370.0,424,0.0502,23,1254
598,-335.0,409,0.05,32,1255
599,3.0,1,0.05,2,1255
600,-365.0,427,0.05,23,1255
601,-470.0,516,0.05,24,1255
602,-419.0,487,0.05,28,1255
603,2.0,6,0.05,4,1255
604,-426.0,484,0.05,21,1258
605,3.0,1,0.05,2,1258
606,-392.0,456,0.05,21,1258
607,-285.0,335,0.05,22,1260
608,-317.0,373,0.05,31,1265
609,0.0,4,0.05,3,1265
610,-429.0,475,0.05,20,1267
611,-368.0,420,0.05,29,1272
612,4.0,2,0.05,2,1272
613,-429.0,493,0.05,31,1273
614,2.0,2,0.05,2,1273
615,3.0,1,0.05,2,1273
616,3.0,1,0.05,2,1273
617,4.0,2,0.05,2,1273
618,4.0,2,0.05,2,1273
619,-424.0,478,0.05,22,1274
620,-338.0,400,0.05,23,1275
621,-400.0,470,0.05,37,1281
622,-391.0,435,0.05,22,1281
623,-352.0,408,0.05,26,1282
624,3.0,1,0.05,2,1282
625,1.0,1,0.05,1,1282
626,-277.0,321,0.05,34,1286
627,-402.0,464,0.05,24,1286
628,-404.0,468,0.05,30,1287
629,-374.0,438,0.05,27,1289
630,-383.0,443,0.05,23,1289
631,-309.0,383,0.05,27,1289
632,-404.0,458,0.05,24,1289
633,-397.0,459,0.05,24,1289
634,-379.0,447,0.05,32,1290
635,-374.0,438,0.05,33,1291
636,-324.0,392,0.05,32,1295
637,2.0,2,0.05,2,1295
638,-365.0,421,0.05,27,1295
639,-307.0,373,0.05,31,1297
640,-32.0,76,0.05,17,1300
641,-354.0,404,0.05,25,1300
642,-302.0,342,0.05,19,1301
643,-463.0,517,0.05,25,1301
644,-287.0,353,0.05,25,1302
645,2.0,2,0.05,2,1302
646,-390.0,454,0.05,25,1302
647,-307.0,375,0.05,29,1304
648,3.0,3,0.05,3,1304
649,-317.0,377,0.05,25,1307
650,-405.0,459,0.05,23,1308
651,-354.0,422,0.05,26,1310
652,-180.0,210,0.05,20,1313
653,-292.0,360,0.05,29,1316
654,-511.0,555,0.05,23,1318
655,-369.0,429,0.05,28,1318
656,-383.0,437,0.05,24,1319
657,2.0,2,0.05,2,1319
658,3.0,1,0.05,2,1319
659,-364.0,414,0.05,20,1319
660,-241.0,303,0.05,24,1321
661,-285.0,361,0.05,30,1327
662,-423.0,483,0.05,24,1327
663,3.0,1,0.05,2,1327
664,-435.0,489,0.05,29,1327
665,-446.0,500,0.05,25,1329
666,-310.0,370,0.05,23,1329
667,3.0,3,0.05,3,1329
668,-492.0,550,0.05,27,1329
669,3.0,5,0.05,3,1329
670,-452.0,494,0.05,22,1329
671,2.0,12,0.05,6,1329
672,5.0,3,0.05,2,1329
673,-355.0,403,0.05,22,1333
674,1.0,1,0.05,1,1333
675,-368.0,430,0.05,21,1334
676,-233.0,283,0.05,26,1335
677,3.0,11,0.05,6,1335
678,-440.0,504,0.05,31,1338
679,3.0,1,0.05,2,1338
680,-412.0,472,0.05,23,1339
681,4.0,0,0.05,1,1339
682,-298.0,364,0.05,31,1340
683,-382.0,440,0.05,22,1341
684,3.0,1,0.05,2,1341
685,-499.0,559,0.05,30,1342
686,-321.0,379,0.05,24,1343
687,4.0,2,0.05,2,1343
688,-471.0,527,0.05,27,1343
689,-434.0,478,0.05,22,1349
690,-388.0,454,0.05,28,1349
691,-3.0,9,0.05,3,1349
692,-284.0,336,0.05,20,1350
693,-477.0,519,0.05,23,1350
694,-350.0,404,0.05,24,1352
695,-376.0,432,0.05,28,1352
696,-396.0,458,0.05,25,1352
697,-410.0,464,0.05,24,1352
698,-399.0,441,0.05,20,1352
699,-386.0,436,0.05,23,1354
700,-240.0,288,0.05,27,1362
701,3.0,5,0.05,3,1362
702,-79.0,107,0.05,19,1364
703,-383.0,437,0.05,29,1364
704,-371.0,421,0.05,29,1365
705,-1.0,5,0.05,3,1365
706,-289.0,341,0.05,27,1370
707,-366.0,434,0.05,26,1372
708,5.0,7,0.05,4,1372
709,-335.0,399,0.05,24,1372
710,2.0,8,0.05,5,1372
711,-335.0,403,0.05,27,1375
712,2.0,2,0.05,2,1375
713,-306.0,356,0.05,27,1378
714,-432.0,486,0.05,28,1379
715,-402.0,450,0.05,26,1383
716,-387.0,451,0.05,25,1385
717,-371.0,429,0.05,21,1385
718,-230.0,286,0.05,28,1388
719,-255.0,329,0.05,32,1393
720,-328.0,382,0.05,23,1395
721,-334.0,394,0.05,26,1395
722,4.0,4,0.05,3,1395
723,2.0,4,0.05,3,1395
724,-189.0,243,0.05,34,1407
725,3.0,3,0.05,3,1407
726,-437.0,489,0.05,22,1407
727,1.0,7,0.05,4,1407
728,-262.0,312,0.05,24,1410
729,-1.0,11,0.05,5,1410
730,-288.0,356,0.05,23,1410
731,-276.0,310,0.05,21,1416
732,-336.0,398,0.05,23,1417
733,-324.0,378,0.05,24,1418
734,-439.0,499,0.05,26,1418
735,-397.0,457,0.05,24,1419
736,-361.0,405,0.05,26,1421
737,3.0,3,0.05,3,1421
738,2.0,20,0.05,6,1421
739,-391.0,443,0.05,23,1421
740,-248.0,292,0.05,30,1432
741,-390.0,456,0.05,26,1432
742,4.0,6,0.05,3,1432
743,-339.0,405,0.05,26,1433
744,3.0,1,0.05,2,1433
745,0.0,12,0.05,5,1433
746,-347.0,407,0.05,23,1434
747,-435.0,503,0.05,26,1434
748,1.0,7,0.05,4,1434
749,-412.0,460,0.05,22,1434
750,0.0,10,0.05,5,1434
751,2.0,2,0.05,2,1434
752,-341.0,405,0.05,23,1434
753,4.0,0,0.05,1,1434
754,-389.0,437,0.05,24,1434
755,5.0,15,0.05,6,1434
756,4.0,4,0.05,3,1434
757,5.0,3,0.05,2,1434
758,-416.0,476,0.05,26,1434
759,3.0,1,0.05,2,1434
760,2.0,2,0.05,2,1434
761,-419.0,477,0.05,23,1434
762,-222.0,272,0.05,23,1437
763,3.0,1,0.05,2,1437
764,-321.0,375,0.05,30,1438
765,-489.0,551,0.05,28,1438
766,-357.0,413,0.05,23,1439
767,3.0,3,0.05,3,1439
768,3.0,1,0.05,2,1439
769,4.0,4,0.05,3,1439
770,-433.0,479,0.05,28,1440
771,-399.0,447,0.05,28,1440
772,-408.0,454,0.05,23,1440
773,-354.0,404,0.05,22,1442
774,-297.0,351,0.05,24,1444
775,-445.0,503,0.05,26,1447
776,-385.0,443,0.05,24,1449
